用户名称,评论时间,评论内容
晚安杨鑫Up,3月13日 19:20,王云青 我要练会弹唱 在23年的元旦 我要唱给你听
愛蕊_-,3月13日 18:16,到了一定的时间 我肯定会风风光光的把你娶回家
說声再见x,3月13日 17:50,顺其自然地生活吧 该发生的总会发生 好运总会降临的.
Ai你拿什么感同身受,3月13日 17:36,好遗憾 好多人相识又归零
爱意随雾渐散1,3月13日 17:09,不爱就早点分开
爱意随雾渐散1,3月13日 17:08,我对象叫思雨
Phenomenal_程,3月13日 15:57,我程文浩在此立誓，七年后2029年，我要娶马晓倩，她答应我的要在研究生毕业后嫁给我。并且我要用这首歌作为我婚礼的背景音乐！
李继实,3月13日 15:55,行动
雾太大C,3月13日 15:40,恭喜
江白塔,3月13日 15:26,会，但是她会腻
匈奀,3月13日 15:01,恭喜
就是安好呐,3月13日 14:42,陪你二个春夏秋冬 今年再也没资格了
终究是一场空m,3月13日 14:37,恭喜
最初的梦想201005,3月13日 13:29,会的
维果--,3月13日 12:46,恭喜恭喜🎉
11Hello-,3月13日 12:11,你是被爱的 L。
小优余_,3月13日 10:34,我是想念你的 可我没有任何话说 甚至还表现出对你不厌烦的样子
对2__,3月13日 10:33,又过了一年 真快 这一年什么都变了 我也经历了很多 我明白 我大了 不能做事不想后果了 我现在不想太多了 让我自己开心就好 我只想跟思宇好好的
manman的浪_,3月13日 09:52,行动重要还是情话重要？
浩浩想睡觉a,3月13日 08:13,忘了吧
浅唱小夜曲_i,3月13日 05:21,我还是沉默一会儿吧，回不来了，哈哈，那时候我都想保护她，还好时间已经过去了2022，我也慢慢的忘记了，祝在座的陌生人要珍惜眼前的人，错过了是一辈子。
春山曼,3月13日 05:04,时间怎么会等人呢 等你的是我
谦崽之爱,3月13日 04:18,你是我最爱的男孩子 我求了又求 哭了又哭 次次卑微 次次被拒 次次信息不回 次次不长记性 这回我放过你啦 何先生祝你平安就不祝你幸福啦我会嫉妒的嘻嘻 希望没有我的日子里你不要想起我 永远不要❤️‍🩹
沝毓5,3月13日 03:56,爱不是枷锁 但我的私心是希望你心甘情愿 .
晴晴知道笨,3月13日 01:59,大你4岁的人天天说着喜欢你，说要等你成年，可我跟他天天只是若隐若现的聊天而已，跟他表明过心思可他就是要等我，他常常关心我，我经常说我真的不值得你这样对我，他说他怎样对我是他的事他觉得值得就行了，听到这首歌我愧疚了因为都是他一味地付出，如果是你们，怎样跟他说明白我真的不值得呢
听闻远方____yn,3月13日 01:46,会，不仅会，还会在他们聊完之后删掉他们的聊天记录。转过身还要拿起你的手机看看有没有做对不起她的事，以后请记得多爱爱自己。
Darling_Au,3月13日 01:36,哈哈哈哈本来很难过突然笑了
葫芦岛的妹-,3月13日 01:20,我也有好多遗憾的事.
葫芦岛的妹-,3月13日 01:15,羡慕.
葫芦岛的妹-,3月13日 01:14,是吧.
潜逃_iFdy,3月13日 01:06,最终我们还是没能遵循我们当初的约定
坦然_f,3月13日 00:51,时间不会证明一切实惠忘记一切
睡觉使我快乐QAQ,3月13日 00:37,很想很想很想陪着你慢慢长大啊。
06依,3月13日 00:27,很难忘
数羊时间到w-w,3月13日 00:05,说句想我会死吗
2月14号-,3月12日 23:56,我一直都在期待找一个可以治愈自己的人，然后发现一路以来都是自己在自我治愈，自我完善，自我愤怒、怨怼 抽泣中冷静下来，我很骄傲虽然没有遇到治愈我的人，但是这一路，步步都算数。
辞鹤_-_,3月12日 23:48,娶到了吗
安安_WX_,3月12日 23:27,时间会验证我多爱你呀，我的温柔也是你的专属@ByananWx
布晚-,3月12日 23:23,或许真的是我自作多情了吧，可为什么明白过来的我会这么难过
不愿意透漏姓名的崔昊元,3月12日 23:17,借你吉言
想见你1面啊a,3月12日 22:48,你闯进了镜头 我按下了永远
锅包肉_c735,3月12日 22:26,恭喜恭喜
日丨GAD丶,3月12日 22:25,🏠❤️时间会证明我多爱你多喜欢你
等下一首情歌,3月12日 22:01,他说他不想耽搁我 所以我们分手了
肖海婷_xht,3月12日 21:56,你昨天晚上说我们只是朋友 我才明白原来是我越界了 我也不想总是时不时的想起你 可你总在我下定决心的时候让我破防
肖海婷_xht,3月12日 21:56,你昨天晚上说我们只是朋友 我才明白原来是我越界了 我也不想总是时不时的想起你 可你总在我下定决心的时候让我破防
肖海婷_xht,3月12日 21:55,我虽然没有回去 我也是不得已的啊 我又何尝不想回去 可我回去我用什么身份 前女友 还是朋友
肖海婷_xht,3月12日 21:54,我知道你有女朋友的那天 我心有多痛 每天晚上我都会哭 心口堵着很难受 可是明明互不喜欢的人都能在一起 我们却因为异地分开了
肖海婷_xht,3月12日 21:52,在梦里见到你了好多次 最近接连几天梦见你 还记得这首歌是我们在一起时候我最喜欢的歌 现在也是 我是说我一直喜欢你
嗯__n_,3月12日 21:19,傻呆呆，憨憨想你了
猪猪giaOO,3月12日 21:16,很多人会对你感兴趣 但没有人执着于你
南屿_hjmw,3月12日 21:16,恭喜恭喜
猪猪giaOO,3月12日 21:16,情绪很乱
好吧_9YvC,3月12日 21:01,有啊
周殿龙丶,3月12日 20:47,恭喜
南滢的滢,3月12日 20:44,谢谢
任里嘉里波,3月12日 20:33,不想见了
____该用户不存在____,3月12日 20:30,打卡第十一天
周扬青v,3月12日 20:27,两年，终会再见的
禁忌蓝桉_默,3月12日 20:27,暖一心需要无数个日夜，凉一心只需一瞬
漫先森i,3月12日 20:16,时间会证明我多爱你呀--郑萌莟❤️
张同学yaqi,3月12日 20:07,加油
张同学yaqi,3月12日 20:07,乘坐20多个小时火车坐着硬座去找的他，因为想省钱带他玩所以做的硬座，一路都听的这首歌，找到他复合了，回去也听的这首歌，一个月冷暴力分手了
可爱的小宇儿,3月12日 19:52,时间会会验证我多爱你呀
小啊_WF,3月12日 19:14,希望高考顺利
认真努力每一天兄Dei,3月12日 18:58,朋友们我终于和袁铭在一起了
张岁月-ZZF,3月12日 18:31,恭喜恭喜
张岁月-ZZF,3月12日 18:30,害
饭饭君呀_,3月12日 18:26,哇恭喜
睡不醒的女人_M,3月12日 18:21,来自内蒙 祝周海波生日快乐
谦崽之爱,3月12日 18:21,我不敢说我爱你 于是我便逢人就说我爱青岛
防的住吗0,3月12日 17:53,他不和好
小威police,3月12日 17:50,第六天
枳花驿墙_Os5c,3月12日 17:15,我现在还小 也不配说以后要怎样，，不说了，写作业去了
枳花驿墙_Os5c,3月12日 17:14,所以一个不主动的男孩子和一个害羞又死要面子的女孩子真的不会有结果对吗
宜宝_bzvJ,3月12日 17:13,加油，宝
AgonyRe,3月12日 17:10,在这个看脸的时代…..
安然AnrLLLL,3月12日 17:01,我超喜欢这首还有齐一的这个年纪 简直太搭了 这2首歌
欣的night,3月12日 16:21,祝你幸福
小乔宝贝_,3月12日 15:55,祝你们幸福
小乔宝贝_,3月12日 15:52,恭喜
他喜欢jay_宇,3月12日 15:41,还是相信爱但又不敢爱了
-麦莉雅,3月12日 14:47,好 等你
-麦莉雅,3月12日 14:47,都2022年3月份了还有人在听
King-23J,3月12日 14:44,是啊这么快三年了
黄昏下缴械_,3月12日 12:55,留什么给你
你不用当真,3月12日 12:31,他最大的魅力 就是你的想象力
LBLKCHJ,3月12日 12:28,祝你幸福
九楼_,3月12日 11:49,你真幸福
文青t,3月12日 09:01,两个人在一起，如果一个人不主动，另一个就是舔狗了
文青t,3月12日 09:00,当一个人不主动，另一个人就是舔狗
爱意难抵晚风,3月12日 08:00,那就祝我们都能跟真诚的人硬碰硬
-徐越,3月12日 07:53,祝福你
_心事写在歌里,3月12日 07:17,白头偕老
张豪豪oo,3月12日 03:31,希望明年如我所愿 买上凯迪拉克ct6
六吴,3月12日 02:46,"我为你暖了一杯茶，
天黑了以后别忘记回家。"
Serendipitymmm,3月12日 01:56,我好想娶她，可是她不愿意嫁给我
szy吃饭了吗,3月12日 01:56,有哦
Serendipitymmm,3月12日 01:54,我和她8月23号就6年了，可是我们分手了，我很想她，却只能慢慢放弃她
Serendipitymmm,3月12日 01:50,好羡慕你，恭喜啊
在另外一边,3月12日 01:48,恭喜啊
没时间看烟花,3月12日 01:23,为啥子
没时间看烟花,3月12日 01:23,别难过，不值得
没时间看烟花,3月12日 01:23,
娜娜吃不饱-_,3月12日 01:16,宁，我想你啦
WuLaT,3月12日 01:15,2022-03-12我失去理念，脑海一片空白，闭上眼仿佛看到海上独自航行的小帆，后来才发现那个海是太平洋，很大很辽阔！
-零六年春_,3月12日 01:13,我这辈子就认准刘文宇了
9cil,3月12日 01:12,好
WuLaT,3月12日 01:10,来自新疆 祝周海波生日快乐
没时间看烟花,3月12日 01:08,加油
没时间看烟花,3月12日 01:08,加油
没时间看烟花,3月12日 01:07,别整天为了别人搁哪哭哭啼啼，给老子开心起来
没时间看烟花,3月12日 01:07,迷茫啥，生活其实很简单
别敲我脑袋欸,3月12日 00:45,很迷茫
阿呼噜噜噜噜,3月12日 00:44,恭喜恭喜
不近男色-i,3月12日 00:01,他才不会难过 他牵谁的手都一样
小杨不熬夜_s3YL,3月11日 23:44,哈哈，这首歌还是他推给我的呢
周得之,3月11日 23:39,把遗憾留在网易云
与奈奈共眠,3月11日 23:33,在听
爱意随风起stop,3月11日 23:14,朋友们我现在很爱我的老婆，我希望我娶她回家，不想有任何差错，我会一直宠着她，不管怎样我都不离不弃，我希望三年后娶到她，三年后我娶到她我再来，我真的爱上她了很爱很爱，赵延慧
3fhu,3月11日 23:03,不会
AWWWV,3月11日 22:58,天黑了别忘记回家
A陈meng,3月11日 22:56,今天和whx因为他前任生气了
多啦AA梦yeah,3月11日 22:15,希望我哥和我都考上注册会计师
言寐_iLQg,3月11日 22:08,时间会验证我多爱你呀
Ken98881,3月11日 22:07,恭喜
半世晨晓_zvLL,3月11日 21:39,好想哭听着听着，世界上真有这样的感情吗
半世晨晓_zvLL,3月11日 21:38,我也好喜欢这一句，
北方姑娘170903,3月11日 21:18,也有一个男孩子在晚上我害怕的时候和我保持通话[多多大哭]
北方姑娘170903,3月11日 21:16,是忘了评论嘛
KO咬,3月11日 20:26,来自陕西，祝周海波新婚快乐
可以好好说话了么,3月11日 20:21,注意是陪，不是找
小番薯颖,3月11日 20:18,我的喜宝，妈妈爱你
海绵宝宝WYY14,3月11日 19:45,有噢
退一步一直退,3月11日 18:51,我也是个普通的很普通的人呐
罾羲,3月11日 18:19,女生需要的永远都是陪伴
罾羲,3月11日 18:19,好像的确是这样
后花园有玫瑰,3月11日 18:01,祝你早日告别过去和失去，要开心的度过每一天[多多可怜]
DAshanthi,3月11日 17:47,哪有绝对渣绝对乖的，对比之下有了区分而已
万万万旭恒呀,3月11日 17:45,百听不腻
-10mm-,3月11日 17:40,FR 如果你离开我你会更快乐 更幸福 那我退出 从此再也不会纠缠你 如果不是 我等你回家 我很爱很爱你
阿硕吖-,3月11日 17:15,对对对。
愛美1804,3月11日 15:54,我也是水瓶的确是这样
9cil,3月11日 15:09,我陪你度过了几个的春夏
9cil,3月11日 15:09,35天了我还是释怀不了 祝你和现在的女朋友幸福
9cil,3月11日 15:08,昊 你说过这是你最爱听的歌曲
一个人才最好吧,3月11日 14:56,"开始懂事了 几乎没有脾气了
经常失眠 不在相信任何人
对任何人和是都提不起兴趣来
以前的烂脾气也消失了"
山远始为容_J2te,3月11日 13:30,天黑你都不懂回家，
Pilyiw,3月11日 13:21,“人是会变的，但绝不会变回从前.”
VE-h-09-17,3月11日 13:04,谁又能一直陪着谁
爱___h,3月11日 12:05,不知道
____该用户不存在____,3月11日 11:41,打卡第十天
未来牌三七,3月11日 11:11,不知道你们听的时候有没有感觉就是后半段的伴奏声音太杂，太大了，听不见唱的了
小威police,3月11日 10:38,第五天
少年锦时_wZG2,3月11日 08:41,遗憾吗，那个陪你熬夜，和你说早安晚安，干什么都会告诉你，忙完第一时间找你聊天的人，终于和你无话可说了......
余_uyEy,3月11日 08:41,我很喜欢一个女孩子，但目前的我与她无法匹配 ，她很优秀，我要加油提升自己了，不能耽误人家女孩，给我点时间，有朝一天我要让要自己配的上世界上所有最美好的一切
清华扫地僧-,3月11日 08:37,不晓得
1111ZWX,3月11日 07:50,为啥这首歌我听不了了
不大不小之楠,3月11日 03:13,一定能上岸，现在是北京时间2022.3.11 3:11分，结束学习啦，午夜只有🎶陪伴，晚安各位！！！💖💞😴😴😴😴
人間无我灬,3月11日 02:55,这路遥马急的人间，谁又能一直陪着谁
雕雕ovo,3月11日 01:49,高三啦，马上高考了，希望我们高考后还能在一个城市吧，我相信我们七年的缘分不会断的，一起加油吧！！！
澳洲野玫瑰H,3月11日 00:42,旧歌重听就好像旧事重提 不是么
梓橦YL,3月10日 23:57,不知道 正在聊
沐江录,3月10日 23:21,我也是，感觉好像听出了自己。也说不清，反正在歌里我不是旁观者
又想-zhao_xue_fei啦,3月10日 23:17,只要能跟他有结果吃的少苦，哭多少次我都愿意，只希望身边一直是他，我们的故事还在继续，我们永远不会丢下彼此。
又想-zhao_xue_fei啦,3月10日 23:17,只要能跟他有结果吃的少苦，哭多少次我都愿意，只希望身边一直是他，我们的故事还在继续，我们永远不会丢下彼此。
又想-zhao_xue_fei啦,3月10日 23:15,从来没有那么一个男孩子对我那么好过，后来我又回来等了他，听他说了好多好多，也许是看过了太多爱才明白那一年他那么爱我，等了64天的时候，他回来了，他说过要陪着我长大，要娶我，他说的字字句句我都相信啦。我们现在好幸福好幸福。虽然偶尔也会吵架，但是我就是好爱好爱他。我不想也不会离开他了。
清华扫地僧-,3月10日 23:14,有时候很喜欢带感情带文案的歌曲，总是会想到一些事和一些人
又想-zhao_xue_fei啦,3月10日 23:11,我们好久以前就在一起过，那时候我真的好不懂得珍惜他，那时候我才六年级才十二岁，他上初二。那时候就真的也好喜欢他，他还给我唱歌听，明天的对我老好，有一次他把手机拿到学校都跟我聊天，就特别喜欢他，也很舍不得，但是那个时候我真的离开了他，他哭了好久好久，挽留了我好久好久。
想要飞_VDsG,3月10日 22:52,单数 忘了 不谢
Yoesy-14,3月10日 22:44,我是想念你的 可我没有任何话说
分不清黑白h,3月10日 22:43,祝你幸福
周周shine,3月10日 22:14,我会好好爱自己
Yu-雨雨_,3月10日 22:03,他抽烟.无所谓的.我怕的是.他在抽烟的时候想的是另一个人.
Yu-雨雨_,3月10日 22:03,我可以不问你的过去 但这段感情开始了它就不能有瑕疵
